ZIP,STCOUNTYFP,CLASSFP,COUNTYNAME,STATE,urbanrural,
36003,1001,H1,Autauga County,AL,urban,
36006,1001,H1,Autauga County,AL,urban,
36067,1001,H1,Autauga County,AL,urban,
36066,1001,H1,Autauga County,AL,urban,
36703,1001,H1,Autauga County,AL,urban,
36701,1001,H1,Autauga County,AL,urban,
36091,1001,H1,Autauga County,AL,urban,
36051,1001,H1,Autauga County,AL,urban,
36068,1001,H1,Autauga County,AL,urban,
36008,1001,H1,Autauga County,AL,urban,
36022,1001,H1,Autauga County,AL,urban,
36749,1001,H1,Autauga County,AL,urban,
36758,1001,H1,Autauga County,AL,urban,
36550,1003,H1,Baldwin County,AL,urban,
36551,1003,H1,Baldwin County,AL,urban,
36527,1003,H1,Baldwin County,AL,urban,
36577,1003,H1,Baldwin County,AL,urban,
36559,1003,H1,Baldwin County,AL,urban,
36536,1003,H1,Baldwin County,AL,urban,
36576,1003,H1,Baldwin County,AL,urban,
36579,1003,H1,Baldwin County,AL,urban,
36502,1003,H1,Baldwin County,AL,urban,
36578,1003,H1,Baldwin County,AL,urban,
36533,1003,H1,Baldwin County,AL,urban,
36564,1003,H1,Baldwin County,AL,urban,
36561,1003,H1,Baldwin County,AL,urban,
36580,1003,H1,Baldwin County,AL,urban,
36535,1003,H1,Baldwin County,AL,urban,
36547,1003,H1,Baldwin County,AL,urban,
36549,1003,H1,Baldwin County,AL,urban,
36530,1003,H1,Baldwin County,AL,urban,
36562,1003,H1,Baldwin County,AL,urban,
36532,1003,H1,Baldwin County,AL,urban,
36526,1003,H1,Baldwin County,AL,urban,
36555,1003,H1,Baldwin County,AL,urban,
36511,1003,H1,Baldwin County,AL,urban,
36567,1003,H1,Baldwin County,AL,urban,
36574,1003,H1,Baldwin County,AL,urban,
36480,1003,H1,Baldwin County,AL,urban,
36507,1003,H1,Baldwin County,AL,urban,
36542,1003,H1,Baldwin County,AL,urban,
36017,1005,H1,Barbour County,AL,rural,
36016,1005,H1,Barbour County,AL,rural,
36311,1005,H1,Barbour County,AL,rural,
36374,1005,H1,Barbour County,AL,rural,
36048,1005,H1,Barbour County,AL,rural,
36053,1005,H1,Barbour County,AL,rural,
36317,1005,H1,Barbour County,AL,rural,
36027,1005,H1,Barbour County,AL,rural,
36072,1005,H1,Barbour County,AL,rural,
35035,1007,H1,Bibb County,AL,urban,
35034,1007,H1,Bibb County,AL,urban,
36750,1007,H1,Bibb County,AL,urban,
35115,1007,H1,Bibb County,AL,urban,
35188,1007,H1,Bibb County,AL,urban,
36793,1007,H1,Bibb County,AL,urban,
35074,1007,H1,Bibb County,AL,urban,
35042,1007,H1,Bibb County,AL,urban,
35111,1007,H1,Bibb County,AL,urban,
35184,1007,H1,Bibb County,AL,urban,
36792,1007,H1,Bibb County,AL,urban,
35456,1007,H1,Bibb County,AL,urban,
35031,1009,H1,Blount County,AL,urban,
35121,1009,H1,Blount County,AL,urban,
35063,1009,H1,Blount County,AL,urban,
35016,1009,H1,Blount County,AL,urban,
35079,1009,H1,Blount County,AL,urban,
35097,1009,H1,Blount County,AL,urban,
35133,1009,H1,Blount County,AL,urban,
35957,1009,H1,Blount County,AL,urban,
35126,1009,H1,Blount County,AL,urban,
35049,1009,H1,Blount County,AL,urban,
35172,1009,H1,Blount County,AL,urban,
35952,1009,H1,Blount County,AL,urban,
35180,1009,H1,Blount County,AL,urban,
35146,1009,H1,Blount County,AL,urban,
35976,1009,H1,Blount County,AL,urban,
35980,1009,H1,Blount County,AL,urban,
35013,1009,H1,Blount County,AL,urban,
36830,1011,H1,Bullock County,AL,rural,
36031,1011,H1,Bullock County,AL,rural,
36089,1011,H1,Bullock County,AL,rural,
36029,1011,H1,Bullock County,AL,rural,
36081,1011,H1,Bullock County,AL,rural,
36860,1011,H1,Bullock County,AL,rural,
36053,1011,H1,Bullock County,AL,rural,
36005,1011,H1,Bullock County,AL,rural,
36052,1011,H1,Bullock County,AL,rural,
36037,1013,H1,Butler County,AL,rural,
36033,1013,H1,Butler County,AL,rural,
36032,1013,H1,Butler County,AL,rural,
36456,1013,H1,Butler County,AL,rural,
36474,1013,H1,Butler County,AL,rural,
36030,1013,H1,Butler County,AL,rural,
36042,1013,H1,Butler County,AL,rural,
36071,1013,H1,Butler County,AL,rural,
36015,1013,H1,Butler County,AL,rural,
36206,1015,H1,Calhoun County,AL,urban,
36204,1015,H1,Calhoun County,AL,urban,
35096,1015,H1,Calhoun County,AL,urban,
36279,1015,H1,Calhoun County,AL,urban,
36205,1015,H1,Calhoun County,AL,urban,
36260,1015,H1,Calhoun County,AL,urban,
36271,1015,H1,Calhoun County,AL,urban,
36272,1015,H1,Calhoun County,AL,urban,
36201,1015,H1,Calhoun County,AL,urban,
36203,1015,H1,Calhoun County,AL,urban,
36207,1015,H1,Calhoun County,AL,urban,
36265,1015,H1,Calhoun County,AL,urban,
36202,1015,H1,Calhoun County,AL,urban,
36257,1015,H1,Calhoun County,AL,urban,
36253,1015,H1,Calhoun County,AL,urban,
36254,1015,H1,Calhoun County,AL,urban,
35905,1015,H1,Calhoun County,AL,urban,
36250,1015,H1,Calhoun County,AL,urban,
36277,1015,H1,Calhoun County,AL,urban,
36852,1017,H1,Chambers County,AL,rural,
36855,1017,H1,Chambers County,AL,rural,
36879,1017,H1,Chambers County,AL,rural,
36274,1017,H1,Chambers County,AL,rural,
36862,1017,H1,Chambers County,AL,rural,
36863,1017,H1,Chambers County,AL,rural,
36801,1017,H1,Chambers County,AL,rural,
36854,1017,H1,Chambers County,AL,rural,
36276,1017,H1,Chambers County,AL,rural,
36850,1017,H1,Chambers County,AL,rural,
35973,1019,H1,Cherokee County,AL,rural,
35959,1019,H1,Cherokee County,AL,rural,
35901,1019,H1,Cherokee County,AL,rural,
35984,1019,H1,Cherokee County,AL,rural,
36272,1019,H1,Cherokee County,AL,rural,
35967,1019,H1,Cherokee County,AL,rural,
35961,1019,H1,Cherokee County,AL,rural,
35903,1019,H1,Cherokee County,AL,rural,
36275,1019,H1,Cherokee County,AL,rural,
35960,1019,H1,Cherokee County,AL,rural,
35983,1019,H1,Cherokee County,AL,rural,
36006,1021,H1,Chilton County,AL,urban,
35115,1021,H1,Chilton County,AL,urban,
35040,1021,H1,Chilton County,AL,urban,
36790,1021,H1,Chilton County,AL,urban,
36758,1021,H1,Chilton County,AL,urban,
36793,1021,H1,Chilton County,AL,urban,
36750,1021,H1,Chilton County,AL,urban,
36051,1021,H1,Chilton County,AL,urban,
35046,1021,H1,Chilton County,AL,urban,
35045,1021,H1,Chilton County,AL,urban,
35171,1021,H1,Chilton County,AL,urban,
36792,1021,H1,Chilton County,AL,urban,
35085,1021,H1,Chilton County,AL,urban,
36091,1021,H1,Chilton County,AL,urban,
36908,1023,H1,Choctaw County,AL,rural,
36913,1023,H1,Choctaw County,AL,rural,
36919,1023,H1,Choctaw County,AL,rural,
36921,1023,H1,Choctaw County,AL,rural,
36904,1023,H1,Choctaw County,AL,rural,
36912,1023,H1,Choctaw County,AL,rural,
36910,1023,H1,Choctaw County,AL,rural,
36916,1023,H1,Choctaw County,AL,rural,
36922,1023,H1,Choctaw County,AL,rural,
36558,1023,H1,Choctaw County,AL,rural,
36915,1023,H1,Choctaw County,AL,rural,
36436,1025,H1,Clarke County,AL,rural,
36751,1025,H1,Clarke County,AL,rural,
36446,1025,H1,Clarke County,AL,rural,
36524,1025,H1,Clarke County,AL,rural,
36784,1025,H1,Clarke County,AL,rural,
36451,1025,H1,Clarke County,AL,rural,
36540,1025,H1,Clarke County,AL,rural,
36482,1025,H1,Clarke County,AL,rural,
36727,1025,H1,Clarke County,AL,rural,
36782,1025,H1,Clarke County,AL,rural,
36545,1025,H1,Clarke County,AL,rural,
36251,1027,H1,Clay County,AL,rural,
36267,1027,H1,Clay County,AL,rural,
35082,1027,H1,Clay County,AL,rural,
35160,1027,H1,Clay County,AL,rural,
35072,1027,H1,Clay County,AL,rural,
35089,1027,H1,Clay County,AL,rural,
36266,1027,H1,Clay County,AL,rural,
36255,1027,H1,Clay County,AL,rural,
36256,1027,H1,Clay County,AL,rural,
36258,1027,H1,Clay County,AL,rural,
36276,1027,H1,Clay County,AL,rural,
36268,1027,H1,Clay County,AL,rural,
36273,1029,H1,Cleburne County,AL,rural,
36269,1029,H1,Cleburne County,AL,rural,
36207,1029,H1,Cleburne County,AL,rural,
36268,1029,H1,Cleburne County,AL,rural,
36258,1029,H1,Cleburne County,AL,rural,
36262,1029,H1,Cleburne County,AL,rural,
36261,1029,H1,Cleburne County,AL,rural,
36264,1029,H1,Cleburne County,AL,rural,
36272,1029,H1,Cleburne County,AL,rural,
36322,1031,H1,Coffee County,AL,rural,
36453,1031,H1,Coffee County,AL,rural,
36079,1031,H1,Coffee County,AL,rural,
36351,1031,H1,Coffee County,AL,rural,
36477,1031,H1,Coffee County,AL,rural,
36346,1031,H1,Coffee County,AL,rural,
36311,1031,H1,Coffee County,AL,rural,
36010,1031,H1,Coffee County,AL,rural,
36318,1031,H1,Coffee County,AL,rural,
36034,1031,H1,Coffee County,AL,rural,
36316,1031,H1,Coffee County,AL,rural,
36009,1031,H1,Coffee County,AL,rural,
36330,1031,H1,Coffee County,AL,rural,
36323,1031,H1,Coffee County,AL,rural,
36467,1031,H1,Coffee County,AL,rural,
36360,1031,H1,Coffee County,AL,rural,
35616,1033,H1,Colbert County,AL,urban,
35654,1033,H1,Colbert County,AL,urban,
35646,1033,H1,Colbert County,AL,urban,
35653,1033,H1,Colbert County,AL,urban,
35582,1033,H1,Colbert County,AL,urban,
35674,1033,H1,Colbert County,AL,urban,
35661,1033,H1,Colbert County,AL,urban,
35672,1033,H1,Colbert County,AL,urban,
35660,1033,H1,Colbert County,AL,urban,
36471,1035,H1,Conecuh County,AL,rural,
36330,1035,H1,Conecuh County,AL,rural,
36426,1035,H1,Conecuh County,AL,rural,
36454,1035,H1,Conecuh County,AL,rural,
36460,1035,H1,Conecuh County,AL,rural,
36401,1035,H1,Conecuh County,AL,rural,
36442,1035,H1,Conecuh County,AL,rural,
36473,1035,H1,Conecuh County,AL,rural,
36502,1035,H1,Conecuh County,AL,rural,
36475,1035,H1,Conecuh County,AL,rural,
36456,1035,H1,Conecuh County,AL,rural,
36432,1035,H1,Conecuh County,AL,rural,
36474,1035,H1,Conecuh County,AL,rural,
36421,1035,H1,Conecuh County,AL,rural,
36033,1035,H1,Conecuh County,AL,rural,
35151,1037,H1,Coosa County,AL,rural,
35150,1037,H1,Coosa County,AL,rural,
36026,1037,H1,Coosa County,AL,rural,
36080,1037,H1,Coosa County,AL,rural,
35046,1037,H1,Coosa County,AL,rural,
35089,1037,H1,Coosa County,AL,rural,
35136,1037,H1,Coosa County,AL,rural,
35072,1037,H1,Coosa County,AL,rural,
35010,1037,H1,Coosa County,AL,rural,
35183,1037,H1,Coosa County,AL,rural,
36420,1039,H1,Covington County,AL,rural,
36421,1039,H1,Covington County,AL,rural,
36453,1039,H1,Covington County,AL,rural,
36483,1039,H1,Covington County,AL,rural,
36455,1039,H1,Covington County,AL,rural,
36476,1039,H1,Covington County,AL,rural,
36467,1039,H1,Covington County,AL,rural,
36474,1039,H1,Covington County,AL,rural,
36038,1039,H1,Covington County,AL,rural,
36401,1039,H1,Covington County,AL,rural,
36028,1039,H1,Covington County,AL,rural,
36477,1039,H1,Covington County,AL,rural,
36442,1039,H1,Covington County,AL,rural,
36456,1039,H1,Covington County,AL,rural,
36037,1041,H1,Crenshaw County,AL,rural,
36035,1041,H1,Crenshaw County,AL,rural,
36009,1041,H1,Crenshaw County,AL,rural,
36071,1041,H1,Crenshaw County,AL,rural,
36049,1041,H1,Crenshaw County,AL,rural,
36028,1041,H1,Crenshaw County,AL,rural,
36036,1041,H1,Crenshaw County,AL,rural,
36041,1041,H1,Crenshaw County,AL,rural,
36034,1041,H1,Crenshaw County,AL,rural,
36046,1041,H1,Crenshaw County,AL,rural,
36042,1041,H1,Crenshaw County,AL,rural,
36467,1041,H1,Crenshaw County,AL,rural,
36323,1041,H1,Crenshaw County,AL,rural,
35057,1043,H1,Cullman County,AL,rural,
35087,1043,H1,Cullman County,AL,rural,
35033,1043,H1,Cullman County,AL,rural,
35058,1043,H1,Cullman County,AL,rural,
35056,1043,H1,Cullman County,AL,rural,
35179,1043,H1,Cullman County,AL,rural,
35622,1043,H1,Cullman County,AL,rural,
35053,1043,H1,Cullman County,AL,rural,
35098,1043,H1,Cullman County,AL,rural,
35619,1043,H1,Cullman County,AL,rural,
35541,1043,H1,Cullman County,AL,rural,
35670,1043,H1,Cullman County,AL,rural,
35077,1043,H1,Cullman County,AL,rural,
35016,1043,H1,Cullman County,AL,rural,
35621,1043,H1,Cullman County,AL,rural,
35540,1043,H1,Cullman County,AL,rural,
35976,1043,H1,Cullman County,AL,rural,
35083,1043,H1,Cullman County,AL,rural,
35070,1043,H1,Cullman County,AL,rural,
35019,1043,H1,Cullman County,AL,rural,
35055,1043,H1,Cullman County,AL,rural,
36322,1045,H1,Dale County,AL,rural,
36303,1045,H1,Dale County,AL,rural,
36353,1045,H1,Dale County,AL,rural,
36345,1045,H1,Dale County,AL,rural,
36374,1045,H1,Dale County,AL,rural,
36360,1045,H1,Dale County,AL,rural,
36317,1045,H1,Dale County,AL,rural,
36371,1045,H1,Dale County,AL,rural,
36350,1045,H1,Dale County,AL,rural,
36362,1045,H1,Dale County,AL,rural,
36311,1045,H1,Dale County,AL,rural,
36330,1045,H1,Dale County,AL,rural,
36361,1045,H1,Dale County,AL,rural,
36352,1045,H1,Dale County,AL,rural,
36761,1047,H1,Dallas County,AL,rural,
36767,1047,H1,Dallas County,AL,rural,
36701,1047,H1,Dallas County,AL,rural,
36773,1047,H1,Dallas County,AL,rural,
36758,1047,H1,Dallas County,AL,rural,
36785,1047,H1,Dallas County,AL,rural,
36759,1047,H1,Dallas County,AL,rural,
36749,1047,H1,Dallas County,AL,rural,
36703,1047,H1,Dallas County,AL,rural,
36775,1047,H1,Dallas County,AL,rural,
35962,1049,H1,DeKalb County,AL,rural,
35968,1049,H1,DeKalb County,AL,rural,
35765,1049,H1,DeKalb County,AL,rural,
35984,1049,H1,DeKalb County,AL,rural,
35986,1049,H1,DeKalb County,AL,rural,
35983,1049,H1,DeKalb County,AL,rural,
35971,1049,H1,DeKalb County,AL,rural,
35959,1049,H1,DeKalb County,AL,rural,
35956,1049,H1,DeKalb County,AL,rural,
35989,1049,H1,DeKalb County,AL,rural,
35988,1049,H1,DeKalb County,AL,rural,
35771,1049,H1,DeKalb County,AL,rural,
35957,1049,H1,DeKalb County,AL,rural,
35978,1049,H1,DeKalb County,AL,rural,
35966,1049,H1,DeKalb County,AL,rural,
35963,1049,H1,DeKalb County,AL,rural,
35979,1049,H1,DeKalb County,AL,rural,
35975,1049,H1,DeKalb County,AL,rural,
35967,1049,H1,DeKalb County,AL,rural,
35974,1049,H1,DeKalb County,AL,rural,
35951,1049,H1,DeKalb County,AL,rural,
35981,1049,H1,DeKalb County,AL,rural,
35961,1049,H1,DeKalb County,AL,rural,
35954,1049,H1,DeKalb County,AL,rural,
35010,1051,H1,Elmore County,AL,urban,
36054,1051,H1,Elmore County,AL,urban,
35136,1051,H1,Elmore County,AL,urban,
36051,1051,H1,Elmore County,AL,urban,
36022,1051,H1,Elmore County,AL,urban,
36066,1051,H1,Elmore County,AL,urban,
36080,1051,H1,Elmore County,AL,urban,
36024,1051,H1,Elmore County,AL,urban,
36026,1051,H1,Elmore County,AL,urban,
36025,1051,H1,Elmore County,AL,urban,
36020,1051,H1,Elmore County,AL,urban,
36067,1051,H1,Elmore County,AL,urban,
36093,1051,H1,Elmore County,AL,urban,
36078,1051,H1,Elmore County,AL,urban,
36092,1051,H1,Elmore County,AL,urban,
36420,1053,H1,Escambia County,AL,rural,
36483,1053,H1,Escambia County,AL,rural,
36543,1053,H1,Escambia County,AL,rural,
36441,1053,H1,Escambia County,AL,rural,
36502,1053,H1,Escambia County,AL,rural,
36562,1053,H1,Escambia County,AL,rural,
36426,1053,H1,Escambia County,AL,rural,
36432,1053,H1,Escambia County,AL,rural,
36475,1053,H1,Escambia County,AL,rural,
36503,1053,H1,Escambia County,AL,rural,
35902,1055,H1,Etowah County,AL,urban,
35905,1055,H1,Etowah County,AL,urban,
35906,1055,H1,Etowah County,AL,urban,
35954,1055,H1,Etowah County,AL,urban,
35956,1055,H1,Etowah County,AL,urban,
35957,1055,H1,Etowah County,AL,urban,
35903,1055,H1,Etowah County,AL,urban,
35972,1055,H1,Etowah County,AL,urban,
35952,1055,H1,Etowah County,AL,urban,
36272,1055,H1,Etowah County,AL,urban,
35990,1055,H1,Etowah County,AL,urban,
35904,1055,H1,Etowah County,AL,urban,
35901,1055,H1,Etowah County,AL,urban,
35121,1055,H1,Etowah County,AL,urban,
35907,1055,H1,Etowah County,AL,urban,
35961,1055,H1,Etowah County,AL,urban,
36271,1055,H1,Etowah County,AL,urban,
35574,1057,H1,Fayette County,AL,rural,
35594,1057,H1,Fayette County,AL,rural,
35545,1057,H1,Fayette County,AL,rural,
35546,1057,H1,Fayette County,AL,rural,
35554,1057,H1,Fayette County,AL,rural,
35555,1057,H1,Fayette County,AL,rural,
35579,1057,H1,Fayette County,AL,rural,
35549,1057,H1,Fayette County,AL,rural,
35563,1057,H1,Fayette County,AL,rural,
35559,1057,H1,Fayette County,AL,rural,
35542,1057,H1,Fayette County,AL,rural,
35616,1059,H1,Franklin County,AL,rural,
35654,1059,H1,Franklin County,AL,rural,
35593,1059,H1,Franklin County,AL,rural,
35585,1059,H1,Franklin County,AL,rural,
35582,1059,H1,Franklin County,AL,rural,
35571,1059,H1,Franklin County,AL,rural,
35565,1059,H1,Franklin County,AL,rural,
35581,1059,H1,Franklin County,AL,rural,
35653,1059,H1,Franklin County,AL,rural,
35674,1059,H1,Franklin County,AL,rural,
35564,1059,H1,Franklin County,AL,rural,
36344,1061,H1,Geneva County,AL,urban,
36313,1061,H1,Geneva County,AL,urban,
36453,1061,H1,Geneva County,AL,urban,
36375,1061,H1,Geneva County,AL,urban,
36318,1061,H1,Geneva County,AL,urban,
36322,1061,H1,Geneva County,AL,urban,
36477,1061,H1,Geneva County,AL,urban,
36340,1061,H1,Geneva County,AL,urban,
36352,1061,H1,Geneva County,AL,urban,
36316,1061,H1,Geneva County,AL,urban,
36301,1061,H1,Geneva County,AL,urban,
36314,1061,H1,Geneva County,AL,urban,
36442,1061,H1,Geneva County,AL,urban,
36305,1061,H1,Geneva County,AL,urban,
36349,1061,H1,Geneva County,AL,urban,
35462,1063,H1,Greene County,AL,rural,
35491,1063,H1,Greene County,AL,rural,
35469,1063,H1,Greene County,AL,rural,
35480,1063,H1,Greene County,AL,rural,
35443,1063,H1,Greene County,AL,rural,
35464,1063,H1,Greene County,AL,rural,
36740,1063,H1,Greene County,AL,rural,
35463,1063,H1,Greene County,AL,rural,
35448,1063,H1,Greene County,AL,rural,
35441,1065,H1,Hale County,AL,urban,
36765,1065,H1,Hale County,AL,urban,
36738,1065,H1,Hale County,AL,urban,
36744,1065,H1,Hale County,AL,urban,
36786,1065,H1,Hale County,AL,urban,
36756,1065,H1,Hale County,AL,urban,
35474,1065,H1,Hale County,AL,urban,
36776,1065,H1,Hale County,AL,urban,
36742,1065,H1,Hale County,AL,urban,
36303,1067,H1,Henry County,AL,urban,
36319,1067,H1,Henry County,AL,urban,
36350,1067,H1,Henry County,AL,urban,
36353,1067,H1,Henry County,AL,urban,
36345,1067,H1,Henry County,AL,urban,
36373,1067,H1,Henry County,AL,urban,
36310,1067,H1,Henry County,AL,urban,
36317,1067,H1,Henry County,AL,urban,
36305,1069,H1,Houston County,AL,urban,
36345,1069,H1,Houston County,AL,urban,
36321,1069,H1,Houston County,AL,urban,
36301,1069,H1,Houston County,AL,urban,
36352,1069,H1,Houston County,AL,urban,
36343,1069,H1,Houston County,AL,urban,
36319,1069,H1,Houston County,AL,urban,
36320,1069,H1,Houston County,AL,urban,
36350,1069,H1,Houston County,AL,urban,
36303,1069,H1,Houston County,AL,urban,
36312,1069,H1,Houston County,AL,urban,
36370,1069,H1,Houston County,AL,urban,
36302,1069,H1,Houston County,AL,urban,
36376,1069,H1,Houston County,AL,urban,
36375,1069,H1,Houston County,AL,urban,
35772,1071,H1,Jackson County,AL,rural,
35744,1071,H1,Jackson County,AL,rural,
35978,1071,H1,Jackson County,AL,rural,
35769,1071,H1,Jackson County,AL,rural,
35748,1071,H1,Jackson County,AL,rural,
35768,1071,H1,Jackson County,AL,rural,
35752,1071,H1,Jackson County,AL,rural,
35771,1071,H1,Jackson County,AL,rural,
35766,1071,H1,Jackson County,AL,rural,
35765,1071,H1,Jackson County,AL,rural,
35776,1071,H1,Jackson County,AL,rural,
35755,1071,H1,Jackson County,AL,rural,
35764,1071,H1,Jackson County,AL,rural,
35966,1071,H1,Jackson County,AL,rural,
35958,1071,H1,Jackson County,AL,rural,
35746,1071,H1,Jackson County,AL,rural,
35979,1071,H1,Jackson County,AL,rural,
35774,1071,H1,Jackson County,AL,rural,
35740,1071,H1,Jackson County,AL,rural,
35745,1071,H1,Jackson County,AL,rural,
35751,1071,H1,Jackson County,AL,rural,
35212,1073,H1,Jefferson County,AL,urban,
35215,1073,H1,Jefferson County,AL,urban,
35173,1073,H1,Jefferson County,AL,urban,
35205,1073,H1,Jefferson County,AL,urban,
35180,1073,H1,Jefferson County,AL,urban,
35232,1073,H1,Jefferson County,AL,urban,
35218,1073,H1,Jefferson County,AL,urban,
35444,1073,H1,Jefferson County,AL,urban,
35048,1073,H1,Jefferson County,AL,urban,
35254,1073,H1,Jefferson County,AL,urban,
35181,1073,H1,Jefferson County,AL,urban,
35079,1073,H1,Jefferson County,AL,urban,
35294,1073,H1,Jefferson County,AL,urban,
35133,1073,H1,Jefferson County,AL,urban,
35130,1073,H1,Jefferson County,AL,urban,
35208,1073,H1,Jefferson County,AL,urban,
35224,1073,H1,Jefferson County,AL,urban,
35202,1073,H1,Jefferson County,AL,urban,
35209,1073,H1,Jefferson County,AL,urban,
35235,1073,H1,Jefferson County,AL,urban,
35091,1073,H1,Jefferson County,AL,urban,
35172,1073,H1,Jefferson County,AL,urban,
35126,1073,H1,Jefferson County,AL,urban,
35061,1073,H1,Jefferson County,AL,urban,
35207,1073,H1,Jefferson County,AL,urban,
35211,1073,H1,Jefferson County,AL,urban,
35217,1073,H1,Jefferson County,AL,urban,
35219,1073,H1,Jefferson County,AL,urban,
35116,1073,H1,Jefferson County,AL,urban,
35062,1073,H1,Jefferson County,AL,urban,
35127,1073,H1,Jefferson County,AL,urban,
35210,1073,H1,Jefferson County,AL,urban,
35214,1073,H1,Jefferson County,AL,urban,
35222,1073,H1,Jefferson County,AL,urban,
35006,1073,H1,Jefferson County,AL,urban,
35023,1073,H1,Jefferson County,AL,urban,
35022,1073,H1,Jefferson County,AL,urban,
35243,1073,H1,Jefferson County,AL,urban,
35244,1073,H1,Jefferson County,AL,urban,
35236,1073,H1,Jefferson County,AL,urban,
35270,1073,H1,Jefferson County,AL,urban,
35295,1073,H1,Jefferson County,AL,urban,
35119,1073,H1,Jefferson County,AL,urban,
35015,1073,H1,Jefferson County,AL,urban,
35139,1073,H1,Jefferson County,AL,urban,
35111,1073,H1,Jefferson County,AL,urban,
35073,1073,H1,Jefferson County,AL,urban,
35117,1073,H1,Jefferson County,AL,urban,
35216,1073,H1,Jefferson County,AL,urban,
35223,1073,H1,Jefferson County,AL,urban,
35020,1073,H1,Jefferson County,AL,urban,
35242,1073,H1,Jefferson County,AL,urban,
35234,1073,H1,Jefferson County,AL,urban,
35231,1073,H1,Jefferson County,AL,urban,
35220,1073,H1,Jefferson County,AL,urban,
35229,1073,H1,Jefferson County,AL,urban,
35123,1073,H1,Jefferson County,AL,urban,
35060,1073,H1,Jefferson County,AL,urban,
35293,1073,H1,Jefferson County,AL,urban,
35206,1073,H1,Jefferson County,AL,urban,
35226,1073,H1,Jefferson County,AL,urban,
35213,1073,H1,Jefferson County,AL,urban,
35228,1073,H1,Jefferson County,AL,urban,
35063,1073,H1,Jefferson County,AL,urban,
35255,1073,H1,Jefferson County,AL,urban,
35146,1073,H1,Jefferson County,AL,urban,
35249,1073,H1,Jefferson County,AL,urban,
35064,1073,H1,Jefferson County,AL,urban,
35005,1073,H1,Jefferson County,AL,urban,
35021,1073,H1,Jefferson County,AL,urban,
35036,1073,H1,Jefferson County,AL,urban,
35285,1073,H1,Jefferson County,AL,urban,
35080,1073,H1,Jefferson County,AL,urban,
35094,1073,H1,Jefferson County,AL,urban,
35068,1073,H1,Jefferson County,AL,urban,
35071,1073,H1,Jefferson County,AL,urban,
35118,1073,H1,Jefferson County,AL,urban,
35204,1073,H1,Jefferson County,AL,urban,
35203,1073,H1,Jefferson County,AL,urban,
35221,1073,H1,Jefferson County,AL,urban,
35201,1073,H1,Jefferson County,AL,urban,
35233,1073,H1,Jefferson County,AL,urban,
35266,1073,H1,Jefferson County,AL,urban,
35259,1073,H1,Jefferson County,AL,urban,
35260,1073,H1,Jefferson County,AL,urban,
35253,1073,H1,Jefferson County,AL,urban,
35261,1073,H1,Jefferson County,AL,urban,
35148,1073,H1,Jefferson County,AL,urban,
35142,1073,H1,Jefferson County,AL,urban,
35586,1075,H1,Lamar County,AL,rural,
35574,1075,H1,Lamar County,AL,rural,
35544,1075,H1,Lamar County,AL,rural,
35552,1075,H1,Lamar County,AL,rural,
35576,1075,H1,Lamar County,AL,rural,
35592,1075,H1,Lamar County,AL,rural,
35555,1075,H1,Lamar County,AL,rural,
35570,1075,H1,Lamar County,AL,rural,
35563,1075,H1,Lamar County,AL,rural,
35677,1077,H1,Lauderdale County,AL,urban,
35614,1077,H1,Lauderdale County,AL,urban,
35617,1077,H1,Lauderdale County,AL,urban,
35633,1077,H1,Lauderdale County,AL,urban,
35648,1077,H1,Lauderdale County,AL,urban,
35630,1077,H1,Lauderdale County,AL,urban,
35634,1077,H1,Lauderdale County,AL,urban,
35652,1077,H1,Lauderdale County,AL,urban,
35631,1077,H1,Lauderdale County,AL,urban,
35645,1077,H1,Lauderdale County,AL,urban,
35610,1077,H1,Lauderdale County,AL,urban,
35632,1077,H1,Lauderdale County,AL,urban,
35650,1079,H1,Lawrence County,AL,urban,
35672,1079,H1,Lawrence County,AL,urban,
35643,1079,H1,Lawrence County,AL,urban,
35651,1079,H1,Lawrence County,AL,urban,
35603,1079,H1,Lawrence County,AL,urban,
35618,1079,H1,Lawrence County,AL,urban,
35654,1079,H1,Lawrence County,AL,urban,
35673,1079,H1,Lawrence County,AL,urban,
35619,1079,H1,Lawrence County,AL,urban,
36865,1081,H1,Lee County,AL,urban,
36832,1081,H1,Lee County,AL,urban,
36804,1081,H1,Lee County,AL,urban,
36849,1081,H1,Lee County,AL,urban,
36867,1081,H1,Lee County,AL,urban,
36801,1081,H1,Lee County,AL,urban,
36831,1081,H1,Lee County,AL,urban,
36877,1081,H1,Lee County,AL,urban,
36852,1081,H1,Lee County,AL,urban,
36830,1081,H1,Lee County,AL,urban,
36854,1081,H1,Lee County,AL,urban,
36874,1081,H1,Lee County,AL,urban,
36866,1081,H1,Lee County,AL,urban,
36870,1081,H1,Lee County,AL,urban,
36850,1081,H1,Lee County,AL,urban,
36879,1081,H1,Lee County,AL,urban,
36803,1081,H1,Lee County,AL,urban,
35611,1083,H1,Limestone County,AL,urban,
35612,1083,H1,Limestone County,AL,urban,
35739,1083,H1,Limestone County,AL,urban,
35749,1083,H1,Limestone County,AL,urban,
35613,1083,H1,Limestone County,AL,urban,
35610,1083,H1,Limestone County,AL,urban,
35652,1083,H1,Limestone County,AL,urban,
35649,1083,H1,Limestone County,AL,urban,
35757,1083,H1,Limestone County,AL,urban,
35671,1083,H1,Limestone County,AL,urban,
35620,1083,H1,Limestone County,AL,urban,
