ZIP,STCOUNTYFP,CLASSFP,COUNTYNAME,STATE,urbanrural,
81149,8109,H1,Saguache County,CO,rural,
81301,8111,H1,San Juan County,CO,rural,
81432,8111,H1,San Juan County,CO,rural,
81433,8111,H1,San Juan County,CO,rural,
81431,8113,H1,San Miguel County,CO,rural,
81430,8113,H1,San Miguel County,CO,rural,
81435,8113,H1,San Miguel County,CO,rural,
81432,8113,H1,San Miguel County,CO,rural,
81325,8113,H1,San Miguel County,CO,rural,
81426,8113,H1,San Miguel County,CO,rural,
81423,8113,H1,San Miguel County,CO,rural,
80749,8115,H1,Sedgwick County,CO,rural,
80744,8115,H1,Sedgwick County,CO,rural,
80737,8115,H1,Sedgwick County,CO,rural,
80435,8117,H1,Summit County,CO,rural,
80498,8117,H1,Summit County,CO,rural,
80497,8117,H1,Summit County,CO,rural,
80424,8117,H1,Summit County,CO,rural,
80443,8117,H1,Summit County,CO,rural,
80814,8119,H1,Teller County,CO,urban,
80906,8119,H1,Teller County,CO,urban,
80863,8119,H1,Teller County,CO,urban,
80866,8119,H1,Teller County,CO,urban,
80860,8119,H1,Teller County,CO,urban,
80813,8119,H1,Teller County,CO,urban,
80827,8119,H1,Teller County,CO,urban,
80135,8119,H1,Teller County,CO,urban,
80816,8119,H1,Teller County,CO,urban,
80759,8121,H1,Washington County,CO,rural,
80743,8121,H1,Washington County,CO,rural,
80757,8121,H1,Washington County,CO,rural,
80720,8121,H1,Washington County,CO,rural,
80741,8121,H1,Washington County,CO,rural,
80740,8121,H1,Washington County,CO,rural,
80723,8121,H1,Washington County,CO,rural,
80812,8121,H1,Washington County,CO,rural,
80818,8121,H1,Washington County,CO,rural,
80733,8121,H1,Washington County,CO,rural,
80834,8121,H1,Washington County,CO,rural,
80801,8121,H1,Washington County,CO,rural,
80513,8123,H1,Weld County,CO,urban,
80543,8123,H1,Weld County,CO,urban,
80611,8123,H1,Weld County,CO,urban,
80634,8123,H1,Weld County,CO,urban,
80642,8123,H1,Weld County,CO,urban,
80649,8123,H1,Weld County,CO,urban,
80534,8123,H1,Weld County,CO,urban,
80516,8123,H1,Weld County,CO,urban,
80546,8123,H1,Weld County,CO,urban,
80603,8123,H1,Weld County,CO,urban,
80621,8123,H1,Weld County,CO,urban,
80610,8123,H1,Weld County,CO,urban,
80623,8123,H1,Weld County,CO,urban,
80620,8123,H1,Weld County,CO,urban,
80650,8123,H1,Weld County,CO,urban,
80612,8123,H1,Weld County,CO,urban,
80632,8123,H1,Weld County,CO,urban,
80732,8123,H1,Weld County,CO,urban,
80638,8123,H1,Weld County,CO,urban,
80615,8123,H1,Weld County,CO,urban,
80643,8123,H1,Weld County,CO,urban,
80550,8123,H1,Weld County,CO,urban,
80644,8123,H1,Weld County,CO,urban,
80549,8123,H1,Weld County,CO,urban,
80530,8123,H1,Weld County,CO,urban,
80537,8123,H1,Weld County,CO,urban,
80622,8123,H1,Weld County,CO,urban,
80654,8123,H1,Weld County,CO,urban,
80631,8123,H1,Weld County,CO,urban,
80514,8123,H1,Weld County,CO,urban,
80651,8123,H1,Weld County,CO,urban,
80652,8123,H1,Weld County,CO,urban,
80624,8123,H1,Weld County,CO,urban,
80729,8123,H1,Weld County,CO,urban,
80745,8123,H1,Weld County,CO,urban,
80639,8123,H1,Weld County,CO,urban,
80504,8123,H1,Weld County,CO,urban,
80645,8123,H1,Weld County,CO,urban,
80648,8123,H1,Weld County,CO,urban,
80524,8123,H1,Weld County,CO,urban,
80542,8123,H1,Weld County,CO,urban,
80633,8123,H1,Weld County,CO,urban,
80754,8123,H1,Weld County,CO,urban,
80742,8123,H1,Weld County,CO,urban,
80520,8123,H1,Weld County,CO,urban,
80551,8123,H1,Weld County,CO,urban,
80741,8123,H1,Weld County,CO,urban,
80646,8123,H1,Weld County,CO,urban,
80758,8125,H1,Yuma County,CO,rural,
80734,8125,H1,Yuma County,CO,rural,
80759,8125,H1,Yuma County,CO,rural,
80822,8125,H1,Yuma County,CO,rural,
80824,8125,H1,Yuma County,CO,rural,
80731,8125,H1,Yuma County,CO,rural,
80735,8125,H1,Yuma County,CO,rural,
80755,8125,H1,Yuma County,CO,rural,
80727,8125,H1,Yuma County,CO,rural,
6484,9001,H4,Fairfield County,CT,urban,
6840,9001,H4,Fairfield County,CT,urban,
6850,9001,H4,Fairfield County,CT,urban,
6906,9001,H4,Fairfield County,CT,urban,
6888,9001,H4,Fairfield County,CT,urban,
6699,9001,H4,Fairfield County,CT,urban,
6470,9001,H4,Fairfield County,CT,urban,
6482,9001,H4,Fairfield County,CT,urban,
6870,9001,H4,Fairfield County,CT,urban,
6883,9001,H4,Fairfield County,CT,urban,
6904,9001,H4,Fairfield County,CT,urban,
6404,9001,H4,Fairfield County,CT,urban,
6491,9001,H4,Fairfield County,CT,urban,
6926,9001,H4,Fairfield County,CT,urban,
6876,9001,H4,Fairfield County,CT,urban,
6810,9001,H4,Fairfield County,CT,urban,
6877,9001,H4,Fairfield County,CT,urban,
6820,9001,H4,Fairfield County,CT,urban,
6878,9001,H4,Fairfield County,CT,urban,
6836,9001,H4,Fairfield County,CT,urban,
6776,9001,H4,Fairfield County,CT,urban,
6784,9001,H4,Fairfield County,CT,urban,
6825,9001,H4,Fairfield County,CT,urban,
6830,9001,H4,Fairfield County,CT,urban,
6880,9001,H4,Fairfield County,CT,urban,
6903,9001,H4,Fairfield County,CT,urban,
6912,9001,H4,Fairfield County,CT,urban,
6911,9001,H4,Fairfield County,CT,urban,
6813,9001,H4,Fairfield County,CT,urban,
6418,9001,H4,Fairfield County,CT,urban,
6614,9001,H4,Fairfield County,CT,urban,
6811,9001,H4,Fairfield County,CT,urban,
6812,9001,H4,Fairfield County,CT,urban,
6611,9001,H4,Fairfield County,CT,urban,
6612,9001,H4,Fairfield County,CT,urban,
6854,9001,H4,Fairfield County,CT,urban,
6853,9001,H4,Fairfield County,CT,urban,
6902,9001,H4,Fairfield County,CT,urban,
6907,9001,H4,Fairfield County,CT,urban,
6607,9001,H4,Fairfield County,CT,urban,
6829,9001,H4,Fairfield County,CT,urban,
6615,9001,H4,Fairfield County,CT,urban,
6801,9001,H4,Fairfield County,CT,urban,
6824,9001,H4,Fairfield County,CT,urban,
6852,9001,H4,Fairfield County,CT,urban,
6905,9001,H4,Fairfield County,CT,urban,
6901,9001,H4,Fairfield County,CT,urban,
6890,9001,H4,Fairfield County,CT,urban,
6896,9001,H4,Fairfield County,CT,urban,
6601,9001,H4,Fairfield County,CT,urban,
6602,9001,H4,Fairfield County,CT,urban,
6910,9001,H4,Fairfield County,CT,urban,
6440,9001,H4,Fairfield County,CT,urban,
6858,9001,H4,Fairfield County,CT,urban,
6807,9001,H4,Fairfield County,CT,urban,
6606,9001,H4,Fairfield County,CT,urban,
6605,9001,H4,Fairfield County,CT,urban,
6855,9001,H4,Fairfield County,CT,urban,
6838,9001,H4,Fairfield County,CT,urban,
6828,9001,H4,Fairfield County,CT,urban,
6881,9001,H4,Fairfield County,CT,urban,
6927,9001,H4,Fairfield County,CT,urban,
6875,9001,H4,Fairfield County,CT,urban,
6468,9001,H4,Fairfield County,CT,urban,
6804,9001,H4,Fairfield County,CT,urban,
6610,9001,H4,Fairfield County,CT,urban,
6604,9001,H4,Fairfield County,CT,urban,
6851,9001,H4,Fairfield County,CT,urban,
6831,9001,H4,Fairfield County,CT,urban,
6897,9001,H4,Fairfield County,CT,urban,
6608,9001,H4,Fairfield County,CT,urban,
6856,9001,H4,Fairfield County,CT,urban,
6673,9001,H4,Fairfield County,CT,urban,
6010,9003,H4,Hartford County,CT,urban,
6033,9003,H4,Hartford County,CT,urban,
6037,9003,H4,Hartford County,CT,urban,
6040,9003,H4,Hartford County,CT,urban,
6013,9003,H4,Hartford County,CT,urban,
6106,9003,H4,Hartford County,CT,urban,
6095,9003,H4,Hartford County,CT,urban,
6062,9003,H4,Hartford County,CT,urban,
6074,9003,H4,Hartford County,CT,urban,
6447,9003,H4,Hartford County,CT,urban,
6147,9003,H4,Hartford County,CT,urban,
6444,9003,H4,Hartford County,CT,urban,
6129,9003,H4,Hartford County,CT,urban,
6066,9003,H4,Hartford County,CT,urban,
6064,9003,H4,Hartford County,CT,urban,
6019,9003,H4,Hartford County,CT,urban,
6083,9003,H4,Hartford County,CT,urban,
6119,9003,H4,Hartford County,CT,urban,
6073,9003,H4,Hartford County,CT,urban,
6070,9003,H4,Hartford County,CT,urban,
6143,9003,H4,Hartford County,CT,urban,
6134,9003,H4,Hartford County,CT,urban,
6131,9003,H4,Hartford County,CT,urban,
6167,9003,H4,Hartford County,CT,urban,
6020,9003,H4,Hartford County,CT,urban,
6142,9003,H4,Hartford County,CT,urban,
6071,9003,H4,Hartford County,CT,urban,
6006,9003,H4,Hartford County,CT,urban,
6042,9003,H4,Hartford County,CT,urban,
6027,9003,H4,Hartford County,CT,urban,
6108,9003,H4,Hartford County,CT,urban,
6105,9003,H4,Hartford County,CT,urban,
6117,9003,H4,Hartford County,CT,urban,
6118,9003,H4,Hartford County,CT,urban,
6115,9003,H4,Hartford County,CT,urban,
6060,9003,H4,Hartford County,CT,urban,
6050,9003,H4,Hartford County,CT,urban,
6092,9003,H4,Hartford County,CT,urban,
6451,9003,H4,Hartford County,CT,urban,
6030,9003,H4,Hartford County,CT,urban,
6786,9003,H4,Hartford County,CT,urban,
6102,9003,H4,Hartford County,CT,urban,
6183,9003,H4,Hartford County,CT,urban,
6001,9003,H4,Hartford County,CT,urban,
6016,9003,H4,Hartford County,CT,urban,
6109,9003,H4,Hartford County,CT,urban,
6085,9003,H4,Hartford County,CT,urban,
6107,9003,H4,Hartford County,CT,urban,
6132,9003,H4,Hartford County,CT,urban,
6133,9003,H4,Hartford County,CT,urban,
6137,9003,H4,Hartford County,CT,urban,
6002,9003,H4,Hartford County,CT,urban,
6032,9003,H4,Hartford County,CT,urban,
6082,9003,H4,Hartford County,CT,urban,
6110,9003,H4,Hartford County,CT,urban,
6103,9003,H4,Hartford County,CT,urban,
6112,9003,H4,Hartford County,CT,urban,
6120,9003,H4,Hartford County,CT,urban,
6053,9003,H4,Hartford County,CT,urban,
6489,9003,H4,Hartford County,CT,urban,
6011,9003,H4,Hartford County,CT,urban,
6041,9003,H4,Hartford County,CT,urban,
6091,9003,H4,Hartford County,CT,urban,
6144,9003,H4,Hartford County,CT,urban,
6155,9003,H4,Hartford County,CT,urban,
6152,9003,H4,Hartford County,CT,urban,
6156,9003,H4,Hartford County,CT,urban,
6153,9003,H4,Hartford County,CT,urban,
6028,9003,H4,Hartford County,CT,urban,
6022,9003,H4,Hartford County,CT,urban,
6034,9003,H4,Hartford County,CT,urban,
6123,9003,H4,Hartford County,CT,urban,
6078,9003,H4,Hartford County,CT,urban,
6051,9003,H4,Hartford County,CT,urban,
6088,9003,H4,Hartford County,CT,urban,
6045,9003,H4,Hartford County,CT,urban,
6065,9003,H4,Hartford County,CT,urban,
6080,9003,H4,Hartford County,CT,urban,
6161,9003,H4,Hartford County,CT,urban,
6043,9003,H4,Hartford County,CT,urban,
6035,9003,H4,Hartford County,CT,urban,
6023,9003,H4,Hartford County,CT,urban,
6096,9003,H4,Hartford County,CT,urban,
6114,9003,H4,Hartford County,CT,urban,
6128,9003,H4,Hartford County,CT,urban,
6479,9003,H4,Hartford County,CT,urban,
6081,9003,H4,Hartford County,CT,urban,
6138,9003,H4,Hartford County,CT,urban,
6101,9003,H4,Hartford County,CT,urban,
6141,9003,H4,Hartford County,CT,urban,
6791,9003,H4,Hartford County,CT,urban,
6467,9003,H4,Hartford County,CT,urban,
6026,9003,H4,Hartford County,CT,urban,
6093,9003,H4,Hartford County,CT,urban,
6111,9003,H4,Hartford County,CT,urban,
6067,9003,H4,Hartford County,CT,urban,
6052,9003,H4,Hartford County,CT,urban,
6089,9003,H4,Hartford County,CT,urban,
6090,9003,H4,Hartford County,CT,urban,
6126,9003,H4,Hartford County,CT,urban,
6127,9003,H4,Hartford County,CT,urban,
6145,9003,H4,Hartford County,CT,urban,
6146,9003,H4,Hartford County,CT,urban,
6199,9003,H4,Hartford County,CT,urban,
6025,9003,H4,Hartford County,CT,urban,
6160,9003,H4,Hartford County,CT,urban,
6154,9003,H4,Hartford County,CT,urban,
6039,9005,H4,Litchfield County,CT,rural,
6759,9005,H4,Litchfield County,CT,rural,
6756,9005,H4,Litchfield County,CT,rural,
6798,9005,H4,Litchfield County,CT,rural,
6791,9005,H4,Litchfield County,CT,rural,
6793,9005,H4,Litchfield County,CT,rural,
6057,9005,H4,Litchfield County,CT,rural,
6790,9005,H4,Litchfield County,CT,rural,
6795,9005,H4,Litchfield County,CT,rural,
6777,9005,H4,Litchfield County,CT,rural,
6763,9005,H4,Litchfield County,CT,rural,
6750,9005,H4,Litchfield County,CT,rural,
6024,9005,H4,Litchfield County,CT,rural,
6804,9005,H4,Litchfield County,CT,rural,
6757,9005,H4,Litchfield County,CT,rural,
6754,9005,H4,Litchfield County,CT,rural,
6068,9005,H4,Litchfield County,CT,rural,
6755,9005,H4,Litchfield County,CT,rural,
6061,9005,H4,Litchfield County,CT,rural,
6753,9005,H4,Litchfield County,CT,rural,
6792,9005,H4,Litchfield County,CT,rural,
6059,9005,H4,Litchfield County,CT,rural,
6018,9005,H4,Litchfield County,CT,rural,
6778,9005,H4,Litchfield County,CT,rural,
6069,9005,H4,Litchfield County,CT,rural,
6752,9005,H4,Litchfield County,CT,rural,
6796,9005,H4,Litchfield County,CT,rural,
6787,9005,H4,Litchfield County,CT,rural,
6065,9005,H4,Litchfield County,CT,rural,
6708,9005,H4,Litchfield County,CT,rural,
6010,9005,H4,Litchfield County,CT,rural,
6098,9005,H4,Litchfield County,CT,rural,
6776,9005,H4,Litchfield County,CT,rural,
6751,9005,H4,Litchfield County,CT,rural,
6021,9005,H4,Litchfield County,CT,rural,
6058,9005,H4,Litchfield County,CT,rural,
6779,9005,H4,Litchfield County,CT,rural,
6786,9005,H4,Litchfield County,CT,rural,
6782,9005,H4,Litchfield County,CT,rural,
6794,9005,H4,Litchfield County,CT,rural,
6031,9005,H4,Litchfield County,CT,rural,
6785,9005,H4,Litchfield County,CT,rural,
6079,9005,H4,Litchfield County,CT,rural,
6063,9005,H4,Litchfield County,CT,rural,
6783,9005,H4,Litchfield County,CT,rural,
6784,9005,H4,Litchfield County,CT,rural,
6758,9005,H4,Litchfield County,CT,rural,
6781,9005,H4,Litchfield County,CT,rural,
6457,9007,H4,Middlesex County,CT,urban,
6424,9007,H4,Middlesex County,CT,urban,
6481,9007,H4,Middlesex County,CT,urban,
6480,9007,H4,Middlesex County,CT,urban,
6415,9007,H4,Middlesex County,CT,urban,
6442,9007,H4,Middlesex County,CT,urban,
6426,9007,H4,Middlesex County,CT,urban,
6441,9007,H4,Middlesex County,CT,urban,
6413,9007,H4,Middlesex County,CT,urban,
6423,9007,H4,Middlesex County,CT,urban,
6419,9007,H4,Middlesex County,CT,urban,
6455,9007,H4,Middlesex County,CT,urban,
6409,9007,H4,Middlesex County,CT,urban,
6469,9007,H4,Middlesex County,CT,urban,
6023,9007,H4,Middlesex County,CT,urban,
6438,9007,H4,Middlesex County,CT,urban,
6417,9007,H4,Middlesex County,CT,urban,
6412,9007,H4,Middlesex County,CT,urban,
6073,9007,H4,Middlesex County,CT,urban,
6420,9007,H4,Middlesex County,CT,urban,
6416,9007,H4,Middlesex County,CT,urban,
6422,9007,H4,Middlesex County,CT,urban,
6475,9007,H4,Middlesex County,CT,urban,
6498,9007,H4,Middlesex County,CT,urban,
6459,9007,H4,Middlesex County,CT,urban,
6414,9007,H4,Middlesex County,CT,urban,
6456,9007,H4,Middlesex County,CT,urban,
6443,9009,H4,New Haven County,CT,urban,
6461,9009,H4,New Haven County,CT,urban,
6488,9009,H4,New Haven County,CT,urban,
6410,9009,H4,New Haven County,CT,urban,
6418,9009,H4,New Haven County,CT,urban,
6513,9009,H4,New Haven County,CT,urban,
6517,9009,H4,New Haven County,CT,urban,
6520,9009,H4,New Haven County,CT,urban,
6503,9009,H4,New Haven County,CT,urban,
6722,9009,H4,New Haven County,CT,urban,
6451,9009,H4,New Haven County,CT,urban,
6472,9009,H4,New Haven County,CT,urban,
6702,9009,H4,New Haven County,CT,urban,
6721,9009,H4,New Haven County,CT,urban,
6530,9009,H4,New Haven County,CT,urban,
6487,9009,H4,New Haven County,CT,urban,
6724,9009,H4,New Haven County,CT,urban,
6489,9009,H4,New Haven County,CT,urban,
6749,9009,H4,New Haven County,CT,urban,
6779,9009,H4,New Haven County,CT,urban,
6477,9009,H4,New Haven County,CT,urban,
6514,9009,H4,New Haven County,CT,urban,
6708,9009,H4,New Haven County,CT,urban,
6533,9009,H4,New Haven County,CT,urban,
6531,9009,H4,New Haven County,CT,urban,
6501,9009,H4,New Haven County,CT,urban,
6701,9009,H4,New Haven County,CT,urban,
6411,9009,H4,New Haven County,CT,urban,
6450,9009,H4,New Haven County,CT,urban,
6473,9009,H4,New Haven County,CT,urban,
6471,9009,H4,New Haven County,CT,urban,
6403,9009,H4,New Haven County,CT,urban,
6515,9009,H4,New Haven County,CT,urban,
6704,9009,H4,New Haven County,CT,urban,
6762,9009,H4,New Haven County,CT,urban,
6525,9009,H4,New Haven County,CT,urban,
6723,9009,H4,New Haven County,CT,urban,
6720,9009,H4,New Haven County,CT,urban,
6521,9009,H4,New Haven County,CT,urban,
6493,9009,H4,New Haven County,CT,urban,
6506,9009,H4,New Haven County,CT,urban,
6536,9009,H4,New Haven County,CT,urban,
6495,9009,H4,New Haven County,CT,urban,
6703,9009,H4,New Haven County,CT,urban,
6437,9009,H4,New Haven County,CT,urban,
6706,9009,H4,New Haven County,CT,urban,
6712,9009,H4,New Haven County,CT,urban,
6519,9009,H4,New Haven County,CT,urban,
6532,9009,H4,New Haven County,CT,urban,
6479,9009,H4,New Haven County,CT,urban,
6507,9009,H4,New Haven County,CT,urban,
6538,9009,H4,New Haven County,CT,urban,
6422,9009,H4,New Haven County,CT,urban,
6037,9009,H4,New Haven County,CT,urban,
6537,9009,H4,New Haven County,CT,urban,
6478,9009,H4,New Haven County,CT,urban,
6405,9009,H4,New Haven County,CT,urban,
6511,9009,H4,New Haven County,CT,urban,
6510,9009,H4,New Haven County,CT,urban,
6770,9009,H4,New Haven County,CT,urban,
6716,9009,H4,New Haven County,CT,urban,
6518,9009,H4,New Haven County,CT,urban,
6710,9009,H4,New Haven County,CT,urban,
6505,9009,H4,New Haven County,CT,urban,
6534,9009,H4,New Haven County,CT,urban,
6504,9009,H4,New Haven County,CT,urban,
6535,9009,H4,New Haven County,CT,urban,
6408,9009,H4,New Haven County,CT,urban,
6483,9009,H4,New Haven County,CT,urban,
6492,9009,H4,New Haven County,CT,urban,
6705,9009,H4,New Haven County,CT,urban,
6508,9009,H4,New Haven County,CT,urban,
6502,9009,H4,New Haven County,CT,urban,
6494,9009,H4,New Haven County,CT,urban,
6540,9009,H4,New Haven County,CT,urban,
6460,9009,H4,New Haven County,CT,urban,
6401,9009,H4,New Haven County,CT,urban,
6516,9009,H4,New Haven County,CT,urban,
6512,9009,H4,New Haven County,CT,urban,
6524,9009,H4,New Haven County,CT,urban,
6509,9009,H4,New Haven County,CT,urban,
6320,9011,H4,New London County,CT,urban,
6340,9011,H4,New London County,CT,urban,
6371,9011,H4,New London County,CT,urban,
6375,9011,H4,New London County,CT,urban,
6335,9011,H4,New London County,CT,urban,
6415,9011,H4,New London County,CT,urban,
6254,9011,H4,New London County,CT,urban,
6350,9011,H4,New London County,CT,urban,
6388,9011,H4,New London County,CT,urban,
6384,9011,H4,New London County,CT,urban,
6380,9011,H4,New London County,CT,urban,
6353,9011,H4,New London County,CT,urban,
6231,9011,H4,New London County,CT,urban,
6376,9011,H4,New London County,CT,urban,
6360,9011,H4,New London County,CT,urban,
6359,9011,H4,New London County,CT,urban,
6382,9011,H4,New London County,CT,urban,
6378,9011,H4,New London County,CT,urban,
6330,9011,H4,New London County,CT,urban,
6355,9011,H4,New London County,CT,urban,
6365,9011,H4,New London County,CT,urban,
6338,9011,H4,New London County,CT,urban,
6383,9011,H4,New London County,CT,urban,
6349,9011,H4,New London County,CT,urban,
6249,9011,H4,New London County,CT,urban,
6357,9011,H4,New London County,CT,urban,
6420,9011,H4,New London County,CT,urban,
6334,9011,H4,New London County,CT,urban,
6336,9011,H4,New London County,CT,urban,
6439,9011,H4,New London County,CT,urban,
6339,9011,H4,New London County,CT,urban,
6379,9011,H4,New London County,CT,urban,
6372,9011,H4,New London County,CT,urban,
6333,9011,H4,New London County,CT,urban,
6351,9011,H4,New London County,CT,urban,
6385,9011,H4,New London County,CT,urban,
6370,9011,H4,New London County,CT,urban,
6389,9011,H4,New London County,CT,urban,
6374,9011,H4,New London County,CT,urban,
6250,9013,H4,Tolland County,CT,urban,
6232,9013,H4,Tolland County,CT,urban,
6447,9013,H4,Tolland County,CT,urban,
6415,9013,H4,Tolland County,CT,urban,
6231,9013,H4,Tolland County,CT,urban,
6268,9013,H4,Tolland County,CT,urban,
6279,9013,H4,Tolland County,CT,urban,
6043,9013,H4,Tolland County,CT,urban,
6042,9013,H4,Tolland County,CT,urban,
6084,9013,H4,Tolland County,CT,urban,
6237,9013,H4,Tolland County,CT,urban,
6066,9013,H4,Tolland County,CT,urban,
6076,9013,H4,Tolland County,CT,urban,
6235,9013,H4,Tolland County,CT,urban,
6071,9013,H4,Tolland County,CT,urban,
6242,9013,H4,Tolland County,CT,urban,
6251,9013,H4,Tolland County,CT,urban,
6248,9013,H4,Tolland County,CT,urban,
6269,9013,H4,Tolland County,CT,urban,
6077,9013,H4,Tolland County,CT,urban,
6029,9013,H4,Tolland County,CT,urban,
6238,9013,H4,Tolland County,CT,urban,
6226,9013,H4,Tolland County,CT,urban,
6074,9013,H4,Tolland County,CT,urban,
6075,9013,H4,Tolland County,CT,urban,
6072,9013,H4,Tolland County,CT,urban,
6234,9015,H4,Windham County,CT,urban,
6230,9015,H4,Windham County,CT,urban,
6243,9015,H4,Windham County,CT,urban,
6330,9015,H4,Windham County,CT,urban,
6373,9015,H4,Windham County,CT,urban,
6241,9015,H4,Windham County,CT,urban,
6354,9015,H4,Windham County,CT,urban,
6262,9015,H4,Windham County,CT,urban,
6250,9015,H4,Windham County,CT,urban,
6267,9015,H4,Windham County,CT,urban,
6246,9015,H4,Windham County,CT,urban,
6244,9015,H4,Windham County,CT,urban,
6260,9015,H4,Windham County,CT,urban,
6259,9015,H4,Windham County,CT,urban,
6256,9015,H4,Windham County,CT,urban,
6264,9015,H4,Windham County,CT,urban,
6255,9015,H4,Windham County,CT,urban,
6263,9015,H4,Windham County,CT,urban,
6258,9015,H4,Windham County,CT,urban,
6233,9015,H4,Windham County,CT,urban,
6226,9015,H4,Windham County,CT,urban,
6278,9015,H4,Windham County,CT,urban,
6235,9015,H4,Windham County,CT,urban,
6279,9015,H4,Windham County,CT,urban,
6387,9015,H4,Windham County,CT,urban,
6242,9015,H4,Windham County,CT,urban,
6247,9015,H4,Windham County,CT,urban,
6282,9015,H4,Windham County,CT,urban,
6331,9015,H4,Windham County,CT,urban,
6332,9015,H4,Windham County,CT,urban,
6277,9015,H4,Windham County,CT,urban,
6374,9015,H4,Windham County,CT,urban,
6377,9015,H4,Windham County,CT,urban,
6351,9015,H4,Windham County,CT,urban,
6239,9015,H4,Windham County,CT,urban,
6281,9015,H4,Windham County,CT,urban,
6280,9015,H4,Windham County,CT,urban,
6266,9015,H4,Windham County,CT,urban,
6384,9015,H4,Windham County,CT,urban,
19904,10001,H1,Kent County,DE,urban,
19980,10001,H1,Kent County,DE,urban,
19952,10001,H1,Kent County,DE,urban,
19962,10001,H1,Kent County,DE,urban,
19901,10001,H1,Kent County,DE,urban,
19953,10001,H1,Kent County,DE,urban,
19946,10001,H1,Kent County,DE,urban,
19950,10001,H1,Kent County,DE,urban,
19964,10001,H1,Kent County,DE,urban,
19954,10001,H1,Kent County,DE,urban,
19936,10001,H1,Kent County,DE,urban,
19943,10001,H1,Kent County,DE,urban,
19963,10001,H1,Kent County,DE,urban,
19977,10001,H1,Kent County,DE,urban,
19903,10001,H1,Kent County,DE,urban,
19938,10001,H1,Kent County,DE,urban,
19955,10001,H1,Kent County,DE,urban,
19934,10001,H1,Kent County,DE,urban,
19902,10001,H1,Kent County,DE,urban,
19979,10001,H1,Kent County,DE,urban,
19961,10001,H1,Kent County,DE,urban,
19702,10003,H1,New Castle County,DE,urban,
19734,10003,H1,New Castle County,DE,urban,
19808,10003,H1,New Castle County,DE,urban,
19716,10003,H1,New Castle County,DE,urban,
19899,10003,H1,New Castle County,DE,urban,
19733,10003,H1,New Castle County,DE,urban,
19894,10003,H1,New Castle County,DE,urban,
19703,10003,H1,New Castle County,DE,urban,
19709,10003,H1,New Castle County,DE,urban,
19806,10003,H1,New Castle County,DE,urban,
19715,10003,H1,New Castle County,DE,urban,
19731,10003,H1,New Castle County,DE,urban,
19726,10003,H1,New Castle County,DE,urban,
19938,10003,H1,New Castle County,DE,urban,
19809,10003,H1,New Castle County,DE,urban,
19898,10003,H1,New Castle County,DE,urban,
19732,10003,H1,New Castle County,DE,urban,
19713,10003,H1,New Castle County,DE,urban,
19717,10003,H1,New Castle County,DE,urban,
19805,10003,H1,New Castle County,DE,urban,
19804,10003,H1,New Castle County,DE,urban,
19718,10003,H1,New Castle County,DE,urban,
19896,10003,H1,New Castle County,DE,urban,
19895,10003,H1,New Castle County,DE,urban,
19897,10003,H1,New Castle County,DE,urban,
19701,10003,H1,New Castle County,DE,urban,
19801,10003,H1,New Castle County,DE,urban,
19707,10003,H1,New Castle County,DE,urban,
19714,10003,H1,New Castle County,DE,urban,
19736,10003,H1,New Castle County,DE,urban,
19712,10003,H1,New Castle County,DE,urban,
19977,10003,H1,New Castle County,DE,urban,
19884,10003,H1,New Castle County,DE,urban,
19892,10003,H1,New Castle County,DE,urban,
19711,10003,H1,New Castle County,DE,urban,
19803,10003,H1,New Castle County,DE,urban,
19810,10003,H1,New Castle County,DE,urban,
19807,10003,H1,New Castle County,DE,urban,
19735,10003,H1,New Castle County,DE,urban,
19890,10003,H1,New Castle County,DE,urban,
19720,10003,H1,New Castle County,DE,urban,
19706,10003,H1,New Castle County,DE,urban,
19710,10003,H1,New Castle County,DE,urban,
19721,10003,H1,New Castle County,DE,urban,
19802,10003,H1,New Castle County,DE,urban,
19730,10003,H1,New Castle County,DE,urban,
19708,10003,H1,New Castle County,DE,urban,
19941,10005,H1,Sussex County,DE,urban,
19968,10005,H1,Sussex County,DE,urban,
19973,10005,H1,Sussex County,DE,urban,
19952,10005,H1,Sussex County,DE,urban,
19930,10005,H1,Sussex County,DE,urban,
19967,10005,H1,Sussex County,DE,urban,
19951,10005,H1,Sussex County,DE,urban,
19971,10005,H1,Sussex County,DE,urban,
19944,10005,H1,Sussex County,DE,urban,
19933,10005,H1,Sussex County,DE,urban,
19945,10005,H1,Sussex County,DE,urban,
19950,10005,H1,Sussex County,DE,urban,
19956,10005,H1,Sussex County,DE,urban,
19958,10005,H1,Sussex County,DE,urban,
19947,10005,H1,Sussex County,DE,urban,
19963,10005,H1,Sussex County,DE,urban,
19960,10005,H1,Sussex County,DE,urban,
19969,10005,H1,Sussex County,DE,urban,
19940,10005,H1,Sussex County,DE,urban,
19975,10005,H1,Sussex County,DE,urban,
19939,10005,H1,Sussex County,DE,urban,
19966,10005,H1,Sussex County,DE,urban,
19970,10005,H1,Sussex County,DE,urban,
19931,10005,H1,Sussex County,DE,urban,
20376,11001,H6,District of Columbia,DC,urban,
20522,11001,H6,District of Columbia,DC,urban,
20037,11001,H6,District of Columbia,DC,urban,
20024,11001,H6,District of Columbia,DC,urban,
20520,11001,H6,District of Columbia,DC,urban,
20030,11001,H6,District of Columbia,DC,urban,
20319,11001,H6,District of Columbia,DC,urban,
